f1,f2,f3,f4,f5,val_score
max_roll_std_100,Moving_average_30000_mean,q05_roll_mean_10,q05_roll_std_1000,q95_roll_std_10,2.355784177780152
min_first_50000,q05_roll_std_10,classic_sta_lta7_q05,skew,q99_roll_mean_10,2.3557844161987305
q05_roll_std_1000,modified_sta_lta8_q95,q01_roll_std_10,std_last_50000,avg_last_10000,2.355795621871948
av_change_abs_roll_std_100,modified_sta_lta5_q05,q05_roll_mean_100,avg_last_50000,q05_roll_std_1000,2.3559117317199707
classic_sta_lta3_q95,modified_sta_lta7_q05,classic_sta_lta1_mean,q05_roll_std_1000,q05_roll_std_100,2.355940818786621
classic_sta_lta1_q95,abs_trend,min_roll_mean_100,q05_roll_std_100,av_change_rate_roll_mean_10_v2,2.356007575988769
q05_roll_std_100,mean_change_rate_last_50000,exp_Moving_average_6000_mean,classic_sta_lta5_mean,av_change_rate_roll_mean_100_v2,2.3560190200805664
med,q05_roll_std_1000,q01_roll_mean_100,max_first_50000,mean,2.3560245037078857
mean_diff,q05_roll_std_10,q05_roll_std_1000,std_roll_std_1000,classic_sta_lta2_q95,2.356031894683838
max_roll_std_1000,q05_roll_std_100,classic_sta_lta6_q95,av_change_rate_roll_std_100v2,abs_max_roll_mean_10,2.356088399887085
q01_roll_std_1000,mean,min_roll_mean_10,Moving_average_1500_mean,q05_roll_std_1000,2.3561348915100098
q05_roll_std_10,av_change_rate_roll_std_10,modified_sta_lta5_q05,av_change_rate_roll_mean_100,std_last_50000,2.356158494949341
q05_roll_mean_1000,min_roll_mean_100,std_first_10000,q05_roll_std_1000,abs_trend,2.3561739921569824
min_roll_std_1000,count_big,Rmax,q05_roll_std_1000,skew,2.356177806854248
q05,av_change_abs_roll_mean_1000,modified_sta_lta5_mean,q05_roll_std_1000,classic_sta_lta8_q95,2.3561830520629883
q05_roll_mean_10,min_roll_std_10,q05_roll_std_10,mean_change_rate_last_50000_v2,modified_sta_lta5_mean,2.3561928272247314
max_last_10000,abs_max_roll_mean_100,MA_400MA_std_mean,abs_q05,q05_roll_std_1000,2.3562560081481934
q05_roll_std_10,sum,q05_roll_std_1000,Rmin_last_5000,max_roll_std_1000,2.3562753200531006
classic_sta_lta7_mean,modified_sta_lta8_mean,min_roll_std_10,classic_sta_lta1_mean,q05_roll_std_10,2.356297731399536
q95_roll_mean_10,av_change_rate_roll_mean_10_v2,q05_roll_std_1000,modified_sta_lta5_q95,q01_roll_std_10,2.356308460235596
abs_q01,min_last_10000,q05_roll_std_1000,min_roll_std_1000,q99_roll_mean_1000,2.3563780784606934
Rmax_last_15000,q05_roll_std_10,abs_q05,Rmax_last_5000,av_change_rate_roll_std_10v2,2.3564095497131348
q01_roll_std_100,classic_sta_lta5_mean,mean_change_rate,q05_roll_std_1000,Moving_average_3000_mean,2.356412172317505
min_first_10000,av_change_rate_roll_std_100,max_last_10000,abs_max_roll_mean_1000,q05_roll_std_1000,2.3564274311065674
std_roll_mean_1000,modified_sta_lta5_q95,q05_roll_std_100,Hilbert_mean,abs_q95,2.356459379196167
abs_q05,modified_sta_lta1_mean,q05_roll_std_1000,Rstd_last_15000,q999,2.35646653175354
Rmin_last_15000,q05_roll_std_1000,q99_roll_std_1000,ave_roll_mean_1000,av_change_rate_roll_mean_100,2.3564672470092773
classic_sta_lta4_mean,std_first_10000,q05_roll_std_1000,std_last_10000,classic_sta_lta6_q95,2.3564727306365967
classic_sta_lta4_q95,std_first_50000,modified_sta_lta5_q05,classic_sta_lta7_q95,q05_roll_std_100,2.3565077781677246
q05_roll_std_10,mean_change_rate_last_10000_v2,q05_roll_mean_1000,MA_700MA_std_mean,iqr,2.3565332889556885
min_roll_std_10,std_roll_mean_100,q05_roll_std_1000,Moving_average_3000_mean,q01_roll_std_1000,2.3565406799316406
modified_sta_lta5_mean,Imax,min_first_10000,q05_roll_std_100,min_first_50000,2.356551170349121
classic_sta_lta1_q95,q05_roll_std_1000,av_change_rate_roll_mean_10_v2,modified_sta_lta3_q05,Imin,2.356598138809204
Rmin,abs_std,ave_roll_std_10,q95_roll_std_100,q05_roll_std_1000,2.356623411178589
q05_roll_std_10,modified_sta_lta3_q05,classic_sta_lta5_q05,abs_q01,modified_sta_lta6_q05,2.35664963722229
classic_sta_lta3_mean,abs_q05,std,std_first_10000,q05_roll_std_10,2.356688499450684
q05_roll_std_1000,classic_sta_lta8_q95,max_last_10000,q05_roll_std_100,classic_sta_lta4_q05,2.3567068576812744
classic_sta_lta6_mean,modified_sta_lta6_mean,modified_sta_lta3_mean,q05_roll_std_1000,std_roll_mean_10,2.3567261695861816
q95_roll_mean_1000,q05_roll_std_1000,modified_sta_lta1_q95,q999,modified_sta_lta2_q05,2.356736660003662
classic_sta_lta5_q05,q05_roll_std_1000,av_change_rate_roll_mean_1000_v2,max_last_50000,av_change_rate_roll_mean_1000,2.3567378520965576
av_change_rate_roll_std_100,q05_roll_std_1000,max_roll_std_10,q95_roll_mean_1000,classic_sta_lta6_q95,2.3567817211151123
Rstd,classic_sta_lta5_mean,q05_roll_std_10,q95_roll_std_100,Rmin_last_15000,2.3567883968353267
freq_cross_last_10000,classic_sta_lta5_q05,q05_roll_std_10,abs_max_roll_std_1000,av_change_rate_roll_std_100v2,2.356799364089966
min_last_50000,max_first_50000,q05_roll_std_1000,q99_roll_mean_100,abs_max_roll_std_100,2.3568553924560547
modified_sta_lta8_q05,q05_roll_std_10,ave_roll_std_100,min_first_50000,med,2.356860876083374
max_roll_mean_100,q05_roll_std_10,q05_roll_mean_1000,q01_roll_mean_100,modified_sta_lta6_q95,2.35686469078064
q99_roll_mean_1000,classic_sta_lta1_mean,q05_roll_std_1000,abs_max_roll_std_100,q01_roll_mean_100,2.356906652450561
classic_sta_lta1_q95,q05_roll_std_1000,av_change_rate_roll_std_100,modified_sta_lta6_mean,q99,2.3569393157958984
q05_roll_std_1000,q99,freq_cross_last_50000,av_change_rate_roll_mean_1000_v2,abs_mean,2.356982707977295
ave_roll_mean_1000,Moving_average_3000_mean,exp_Moving_average_6000_mean,q05_roll_std_1000,q01_roll_std_1000,2.3570420742034908
q05_roll_std_1000,modified_sta_lta6_q95,ave_roll_std_100,classic_sta_lta4_mean,min_roll_std_1000,2.357067346572876
q05_roll_std_1000,q01_roll_std_10,min_last_50000,Rmax_last_15000,classic_sta_lta2_q95,2.35708236694336
classic_sta_lta2_mean,abs_max_roll_mean_100,sum,classic_sta_lta8_mean,q05_roll_std_1000,2.357112407684326
av_change_rate_roll_mean_1000,modified_sta_lta5_q05,modified_sta_lta7_mean,abs_max,q05_roll_std_1000,2.3571197986602783
q05_roll_std_1000,modified_sta_lta1_q95,classic_sta_lta1_mean,freq_cross_last_10000,skew,2.357121467590332
freq_cross_last_50000,q05_roll_std_100,modified_sta_lta7_q05,q95_roll_mean_10,Rmean_last_5000,2.357123613357544
modified_sta_lta8_mean,q01_roll_mean_10,av_change_abs_roll_std_10,classic_sta_lta7_q95,q05_roll_std_1000,2.3571486473083496
mad,q05_roll_std_100,min_first_10000,classic_sta_lta6_mean,av_change_rate_roll_mean_10,2.357150793075561
Rstd_last_15000,q99_roll_mean_100,Moving_average_3000_mean,q99_roll_std_100,q05_roll_std_1000,2.357152223587036
max_roll_mean_1000,q05_roll_std_1000,trend,max_roll_mean_100,q01_roll_std_1000,2.3571784496307373
q05_roll_std_1000,exp_Moving_average_3000_mean,exp_Moving_average_6000_mean,max_roll_mean_10,q05,2.357184410095215
Rmax,q05_roll_std_100,classic_sta_lta7_q95,classic_sta_lta1_q95,q01_roll_mean_1000,2.357192277908325
classic_sta_lta6_mean,avg_last_50000,std_roll_std_1000,min_last_10000,q05_roll_std_1000,2.3572824001312256
mean_change_rate_first_10000,classic_sta_lta4_mean,q05_roll_std_1000,max_roll_std_10,abs_max_roll_mean_10,2.357306480407715
max_to_min,max_to_min_diff,q05_roll_std_10,q01_roll_mean_1000,modified_sta_lta5_mean,2.3573319911956787
classic_sta_lta8_q95,modified_sta_lta7_q95,max_roll_std_100,q05_roll_std_100,max_last_10000,2.3573527336120605
abs_std,q01_roll_mean_10,Rmin,mean_change_rate,q05_roll_std_10,2.357374668121338
q05_roll_std_1000,av_change_abs_roll_std_1000,av_change_rate_roll_std_10,abs_min,classic_sta_lta5_mean,2.35738205909729
classic_sta_lta3_q95,av_change_rate_roll_mean_1000,modified_sta_lta2_q95,mean_change_rate,q05_roll_std_1000,2.357391119003296
q05_roll_std_1000,modified_sta_lta7_q95,modified_sta_lta8_q05,q05_roll_mean_100,classic_sta_lta1_q95,2.3574275970458984
Imax,Rmax_last_15000,abs_mean,q05_roll_std_1000,modified_sta_lta8_q05,2.3574488162994385
q05_roll_std_100,modified_sta_lta6_q95,q05_roll_mean_1000,min_roll_std_10,exp_Moving_average_30000_mean,2.3574659824371342
q05_roll_mean_10,q05_roll_std_10,iqr,min_last_50000,min_roll_mean_1000,2.357466220855713
min_roll_mean_1000,abs_max_roll_mean_100,q05_roll_std_1000,max_roll_std_100,sum,2.3574814796447754
q05_roll_std_1000,q05_roll_mean_10,q05_roll_mean_1000,min_last_50000,q95,2.357548236846924
abs_q01,exp_Moving_average_30000_mean,classic_sta_lta5_q05,q05_roll_std_100,modified_sta_lta6_q95,2.357567310333252
MA_700MA_BB_high_mean,Moving_average_6000_mean,min_roll_mean_100,q05_roll_std_10,modified_sta_lta5_mean,2.357623338699341
mean_change_rate_last_50000,classic_sta_lta8_q05,q05_roll_std_10,modified_sta_lta3_q05,av_change_rate_roll_std_100v2,2.357627868652344
q05_roll_std_10,classic_sta_lta8_q95,av_change_rate_roll_mean_1000,iqr,MA_700MA_BB_low_mean,2.357662916183472
Imax,max_roll_mean_1000,std_roll_std_100,classic_sta_lta6_q95,q05_roll_std_10,2.3577094078063965
ave_roll_std_10,modified_sta_lta2_q95,modified_sta_lta5_q95,q05_roll_std_10,classic_sta_lta2_q95,2.3577094078063965
max_roll_std_1000,min_roll_mean_100,ave10,q05_roll_std_1000,q05_roll_mean_100,2.357736349105835
q01_roll_mean_1000,q05_roll_std_1000,min_roll_mean_1000,ave10,min_roll_std_1000,2.357788562774658
Istd,classic_sta_lta6_q05,min_roll_mean_100,modified_sta_lta5_q05,q05_roll_std_100,2.357811450958252
avg_first_10000,q05,q05_roll_std_1000,Moving_average_1500_mean,q99_roll_mean_10,2.357823371887207
q05_roll_std_1000,modified_sta_lta7_mean,max,avg_first_50000,classic_sta_lta8_mean,2.357849359512329
q95_roll_mean_1000,q05_roll_std_1000,modified_sta_lta2_q05,max_first_10000,trend,2.357865810394287
classic_sta_lta8_mean,Hann_window_mean,q05_roll_std_100,classic_sta_lta6_q95,q01_roll_std_1000,2.3578734397888184
classic_sta_lta6_q05,Rmean_last_5000,MA_1000MA_std_mean,modified_sta_lta5_mean,q05_roll_std_100,2.357952356338501
classic_sta_lta7_q05,q999,classic_sta_lta7_mean,q05_roll_std_10,modified_sta_lta4_q95,2.3580570220947266
classic_sta_lta6_q05,classic_sta_lta3_q95,Rmean,q05_roll_std_100,abs_trend,2.3580784797668457
classic_sta_lta3_mean,q99_roll_std_1000,q05_roll_std_10,abs_q05,abs_min,2.3581032752990723
q05_roll_std_1000,Rmean_last_15000,med,std_roll_std_10,modified_sta_lta5_q05,2.3581323623657227
abs_mean,ave_roll_std_10,avg_last_50000,modified_sta_lta5_mean,av_change_rate_roll_std_1000v2,2.3581371307373047
q05_roll_std_1000,abs_std,min_roll_mean_10,modified_sta_lta5_mean,std_roll_std_1000,2.3581695556640625
mean_change_rate_last_50000,ave_roll_std_10,q05_roll_std_1000,abs_q05,min_first_10000,2.358217716217041
q05_roll_std_10,ave_roll_std_1000,mad,max_roll_mean_10,classic_sta_lta6_q95,2.3582284450531006
max_to_min_diff,q05_roll_std_1000,MA_700MA_std_mean,min_first_50000,classic_sta_lta6_q95,2.358246326446533
q05_roll_std_1000,av_change_rate_roll_mean_100,modified_sta_lta6_q95,MA_700MA_std_mean,modified_sta_lta4_q95,2.3582780361175537
modified_sta_lta7_mean,MA_400MA_BB_high_mean,classic_sta_lta7_q95,q05_roll_std_10,mean_change_rate_first_50000,2.3583059310913086
av_change_abs_roll_mean_100,modified_sta_lta5_q95,abs_max_roll_std_100,q05_roll_std_10,modified_sta_lta3_q95,2.35831880569458
avg_last_50000,q05_roll_std_10,modified_sta_lta6_q95,max_roll_std_1000,q95_roll_mean_100,2.358327865600586
q05_roll_mean_10,q05_roll_std_10,std_last_50000,q05_roll_std_100,mean_change_rate_first_50000_v2,2.3583312034606934
min_last_10000,classic_sta_lta7_mean,q05_roll_std_10,classic_sta_lta1_mean,mean_change_rate_first_10000_v2,2.3583638668060303
count_big,Imin,Moving_average_700_mean,max_last_10000,q05_roll_std_1000,2.3583753108978267
classic_sta_lta8_mean,q99_roll_mean_10,q05_roll_std_1000,MA_700MA_BB_high_mean,av_change_rate_roll_std_1000,2.358389616012573
classic_sta_lta5_mean,modified_sta_lta3_q95,q05_roll_std_1000,exp_Moving_average_3000_mean,avg_first_10000,2.358428478240967
q99_roll_std_10,q05_roll_std_10,modified_sta_lta5_q05,exp_Moving_average_3000_mean,std_roll_std_100,2.3584468364715576
q05_roll_std_1000,classic_sta_lta4_q95,Rmax,q99_roll_mean_100,classic_sta_lta1_q95,2.358450174331665
q05_roll_std_100,classic_sta_lta1_q95,classic_sta_lta8_mean,modified_sta_lta7_q95,q01_roll_mean_100,2.3584554195404053
count_big,kurt,Rmax_last_15000,q05_roll_std_1000,q05_roll_mean_100,2.358463287353516
kurt,Moving_average_3000_mean,Rmax_last_15000,q99_roll_std_100,q05_roll_std_1000,2.358505725860596
q05_roll_std_1000,Rmax_last_5000,exp_Moving_average_300_mean,std_roll_std_1000,mean_change_rate_last_50000_v2,2.358516931533813
q05_roll_std_10,std_roll_std_10,modified_sta_lta5_q05,modified_sta_lta1_q05,count_big,2.358607530593872
q05_roll_std_10,q05_roll_std_100,skew,max_roll_std_1000,q95_roll_std_1000,2.3586831092834477
q05_roll_std_1000,Rmin,classic_sta_lta4_q05,Rmean,Moving_average_30000_mean,2.358698844909668
q05_roll_std_10,classic_sta_lta1_q05,std_roll_mean_100,ave_roll_mean_100,classic_sta_lta7_mean,2.3587217330932617
modified_sta_lta7_q05,q05_roll_std_100,mean_change_rate_v2,classic_sta_lta5_mean,q01_roll_std_10,2.3587417602539062
q05_roll_std_100,std_roll_std_1000,Hann_window_mean,modified_sta_lta5_q05,max_roll_std_100,2.3587517738342285
modified_sta_lta3_q95,q05_roll_std_1000,std_roll_mean_1000,min_roll_mean_1000,exp_Moving_average_3000_mean,2.358774185180664
modified_sta_lta6_q95,q05_roll_std_1000,abs_q95,modified_sta_lta2_q05,modified_sta_lta6_mean,2.3587942123413086
min_roll_std_10,q05_roll_std_10,Moving_average_1500_mean,modified_sta_lta8_q05,classic_sta_lta7_q95,2.3588171005249023
max_roll_std_1000,q05_roll_std_1000,ave10,classic_sta_lta2_q95,av_change_rate_roll_mean_100_v2,2.3588509559631348
exp_Moving_average_3000_mean,abs_trend,min_roll_std_100,modified_sta_lta3_q95,q05_roll_std_10,2.3588666915893555
classic_sta_lta7_mean,min_first_10000,min_roll_mean_100,max_roll_std_10,q05_roll_std_10,2.3588759899139404
modified_sta_lta5_q05,classic_sta_lta8_q05,max_roll_std_10,std_roll_mean_100,q05_roll_std_10,2.3588848114013667
std_roll_std_1000,modified_sta_lta6_q05,q99_roll_std_100,q95_roll_mean_100,q05_roll_std_1000,2.358917713165283
std_roll_mean_100,modified_sta_lta5_mean,abs_mean,q05_roll_std_100,q05_roll_std_10,2.358953952789306
classic_sta_lta8_q95,MA_400MA_BB_high_mean,Rstd__last_5000,q05_roll_std_100,classic_sta_lta7_q95,2.3589987754821777
modified_sta_lta3_q95,classic_sta_lta4_mean,abs_q01,abs_mean,q05_roll_std_100,2.359004020690918
classic_sta_lta2_q95,q05_roll_std_10,modified_sta_lta7_q05,av_change_rate_roll_std_1000,min_roll_std_10,2.359039783477783
Rmin,av_change_rate_roll_mean_100,classic_sta_lta7_q05,q05_roll_std_100,min_roll_std_100,2.359076499938965
abs_trend,q05_roll_std_1000,q99_roll_std_1000,ave_roll_mean_1000,q05_roll_mean_10,2.359104871749878
abs_max_roll_std_1000,modified_sta_lta6_q05,q05_roll_std_1000,classic_sta_lta1_mean,q95_roll_mean_100,2.359130620956421
iqr,av_change_rate_roll_std_10,q05_roll_std_10,sum,classic_sta_lta1_q05,2.3591954708099365
sum,mean,avg_last_50000,q05_roll_std_1000,abs_std,2.359205961227417
count_big,min_roll_std_1000,min_last_50000,q05_roll_std_100,classic_sta_lta3_q95,2.3592216968536377
mean,mean_change_rate,modified_sta_lta5_mean,min_first_10000,q05_roll_std_10,2.3592231273651123
q01_roll_mean_10,q05_roll_std_10,std_roll_std_10,Rmean_last_15000,modified_sta_lta3_q05,2.359228610992432
classic_sta_lta6_q95,q05_roll_std_10,av_change_rate_roll_mean_1000,Rmax,av_change_rate_roll_mean_10_v2,2.359250783920288
avg_last_10000,q05_roll_std_1000,classic_sta_lta6_q95,Rmax_last_15000,min_last_50000,2.3592543601989746
avg_first_50000,q05_roll_std_10,q01_roll_std_10,Rmin_last_15000,modified_sta_lta5_q05,2.3592722415924072
mean_change_rate_first_10000_v2,exp_Moving_average_6000_mean,std_roll_mean_100,Hilbert_mean,q05_roll_std_10,2.3593344688415527
q01_roll_mean_100,q05_roll_std_1000,max_roll_mean_10,med,mean_change_rate_first_10000_v2,2.3594155311584477
abs_max_roll_mean_1000,q05_roll_std_10,q999,max_roll_mean_100,classic_sta_lta7_q05,2.3594651222229004
Imax,count_big,q05_roll_std_1000,avg_last_10000,av_change_rate_roll_mean_1000,2.359477996826172
q05_roll_std_10,MA_700MA_BB_low_mean,Imin,ave_roll_std_100,modified_sta_lta7_q95,2.3594915866851807
avg_last_10000,classic_sta_lta8_q95,q05_roll_std_10,q95_roll_std_10,av_change_rate_roll_mean_10_v2,2.3595046997070312
std_first_10000,q05_roll_std_10,abs_q01,abs_q99,classic_sta_lta6_mean,2.35951828956604
ave_roll_std_10,q05_roll_std_100,q01_roll_mean_10,skew,Rmax_last_15000,2.359525203704834
q05_roll_mean_1000,q05_roll_std_1000,q05_roll_std_10,max_roll_std_10,av_change_rate_roll_mean_1000_v2,2.3595309257507324
q05_roll_std_100,classic_sta_lta3_q05,av_change_rate_roll_std_1000,max,classic_sta_lta7_q05,2.3595454692840576
q05_roll_std_1000,Moving_average_1500_mean,abs_mean,classic_sta_lta4_mean,modified_sta_lta5_mean,2.3595757484436035
classic_sta_lta7_q05,avg_first_10000,Imean,q05_roll_std_10,q95,2.359586238861084
med,classic_sta_lta7_q05,q05_roll_std_10,MA_700MA_std_mean,mad,2.3596253395080566
av_change_rate_roll_std_10v2,classic_sta_lta6_q95,q05_roll_std_1000,modified_sta_lta1_q05,MA_700MA_std_mean,2.359628677368164
abs_max_roll_mean_10,q05_roll_std_100,min_last_50000,exp_Moving_average_300_mean,modified_sta_lta5_mean,2.3596675395965576
max_roll_std_10,av_change_rate_roll_mean_1000_v2,Moving_average_3000_mean,q05_roll_std_1000,modified_sta_lta6_q05,2.3596842288970947
q05_roll_std_10,min_first_50000,av_change_abs_roll_std_1000,classic_sta_lta5_mean,mean_change_rate_first_10000,2.3597004413604736
Rmax_last_5000,max_roll_mean_1000,q05_roll_std_1000,mean_change_rate_last_50000,max_first_50000,2.359704971313477
classic_sta_lta8_mean,q05_roll_std_10,avg_first_50000,classic_sta_lta8_q95,av_change_rate_roll_mean_1000,2.359705209732056
av_change_rate_roll_mean_100_v2,MA_700MA_BB_high_mean,max_roll_mean_1000,av_change_rate_roll_mean_1000,q05_roll_std_1000,2.3597137928009038
q05_roll_std_1000,av_change_abs_roll_std_10,mean,mean_change_rate,abs_q99,2.359724521636963
abs_q05,q05_roll_std_100,std_roll_std_100,exp_Moving_average_30000_mean,std_first_10000,2.359726667404175
std_roll_mean_100,q05_roll_mean_1000,q05_roll_std_1000,std_last_50000,classic_sta_lta1_mean,2.3597586154937744
classic_sta_lta6_mean,mad,max_roll_mean_10,classic_sta_lta3_mean,modified_sta_lta5_mean,2.359797239303589
q99_roll_mean_100,av_change_rate_roll_mean_10,q05_roll_std_100,max_first_50000,q05_roll_std_10,2.3598062992095947
min_roll_mean_10,q05_roll_std_1000,std_roll_mean_100,q05_roll_mean_1000,av_change_rate_roll_std_1000,2.359808921813965
classic_sta_lta1_q05,q05_roll_std_1000,Moving_average_700_mean,abs_max_roll_std_10,Rmin_last_15000,2.359811305999756
q99_roll_std_100,modified_sta_lta3_q05,min_first_50000,q05_roll_std_10,av_change_abs_roll_std_1000,2.3598175048828125
modified_sta_lta8_q05,modified_sta_lta3_q95,modified_sta_lta1_q95,classic_sta_lta5_mean,q05_roll_std_1000,2.359818696975708
av_change_rate_roll_mean_1000,q99_roll_mean_1000,q95_roll_std_100,q05_roll_std_1000,modified_sta_lta7_q95,2.359818935394287
classic_sta_lta3_mean,classic_sta_lta6_q95,MA_400MA_BB_low_mean,q05_roll_std_10,av_change_abs_roll_std_10,2.359915971755981
q95,q05_roll_std_1000,av_change_rate_roll_mean_1000_v2,classic_sta_lta1_mean,min_roll_std_10,2.3599228858947754
classic_sta_lta1_mean,min_roll_std_100,modified_sta_lta5_q95,q05_roll_std_10,avg_last_10000,2.3599560260772705
kurt,q05_roll_std_100,av_change_abs_roll_std_1000,Rmin_last_15000,q99_roll_mean_100,2.3599772453308105
q05_roll_mean_100,abs_mean,exp_Moving_average_30000_mean,classic_sta_lta7_mean,q05_roll_std_1000,2.35998272895813
q05_roll_std_1000,q01,classic_sta_lta1_q95,modified_sta_lta2_q05,modified_sta_lta8_mean,2.3600025177001958
q01_roll_std_100,Rmean_last_15000,q05_roll_std_100,classic_sta_lta6_mean,q99_roll_mean_100,2.3600175380706787
q95_roll_std_100,q05_roll_std_10,av_change_rate_roll_std_100,classic_sta_lta2_q05,std,2.360034227371216
MA_700MA_BB_low_mean,q05_roll_std_1000,av_change_rate_roll_mean_1000,q95_roll_mean_10,mean_abs_diff,2.360043525695801
Imean,q01_roll_std_100,q05_roll_std_100,Rmin_last_5000,classic_sta_lta6_q95,2.360079765319824
classic_sta_lta5_q05,std_roll_mean_1000,freq_cross_first_50000,q05_roll_std_10,modified_sta_lta8_q05,2.360100746154785
av_change_abs_roll_mean_10,avg_last_50000,mean,classic_sta_lta6_q95,q05_roll_std_1000,2.3601419925689697
q05_roll_std_10,max_roll_mean_1000,abs_max_roll_std_1000,modified_sta_lta7_q05,min_first_50000,2.360191345214844
modified_sta_lta7_q95,q05_roll_std_10,ave_roll_std_100,q95_roll_std_10,abs_max_roll_mean_10,2.3602004051208496
classic_sta_lta4_q05,abs_max_roll_std_1000,classic_sta_lta2_q05,max_to_min_diff,q05_roll_std_1000,2.360302209854126
